Gambler #,Round #,OptimalArm,Average reward, Times optimal action picked,Probability of Picking Optimal
1,4800,5,313.1,1183,0.18221466991933605,0.8519571134126942
1,4900,5,318.9,1208,0.23399493901281274,0.8519571134126942
1,5000,5,324.7,1224,0.20256805793185476,0.8519571134126942
2,0,9,0.0,0,0.1,0.9444251963246013
2,100,9,5.1,8,0.12264629622467796,0.9444251963246013
2,200,9,11.1,22,0.16287090343910313,0.9444251963246013
2,300,9,18.6,35,0.15158118146716437,0.9444251963246013
2,400,9,26.7,54,0.165144921346067,0.9444251963246013
2,500,9,34.6,68,0.16317624608144524,0.9444251963246013
2,600,9,42.9,105,0.29359763204035444,0.9444251963246013
2,700,9,51.7,131,0.2922291516408706,0.9444251963246013
2,800,9,60.7,175,0.37581057135667945,0.9444251963246013
2,900,9,69.3,207,0.3188541732505921,0.9444251963246013
2,1000,9,77.7,235,0.30411868882610676,0.9444251963246013
2,1100,9,86.4,264,0.28957956156281606,0.9444251963246013
2,1200,9,94.7,294,0.30482003044881756,0.9444251963246013
2,1300,9,103.6,327,0.318765255356943,0.9444251963246013
2,1400,9,112.3,347,0.2664156339940168,0.9444251963246013
2,1500,9,121.1,372,0.2552448586341348,0.9444251963246013
2,1600,9,129.7,407,0.3005574902906094,0.9444251963246013
2,1700,9,138.6,434,0.289413645644435,0.9444251963246013
2,1800,9,147.6,468,0.33693853120447526,0.9444251963246013
2,1900,9,156.5,500,0.32708926509186537,0.9444251963246013
2,2000,9,164.9,538,0.35290047032465405,0.9444251963246013
2,2100,9,174.4,587,0.44597660375249065,0.9444251963246013
2,2200,9,183.8,640,0.508050988497786,0.9444251963246013
2,2300,9,192.9,695,0.5410674620770767,0.9444251963246013
2,2400,9,201.8,746,0.5150775951848318,0.9444251963246013
2,2500,9,210.7,806,0.560673185508563,0.9444251963246013
2,2600,9,219.1,857,0.48191890195739456,0.9444251963246013
2,2700,9,228.0,892,0.3908736095324757,0.9444251963246013
2,2800,9,235.5,926,0.35291305855892746,0.9444251963246013
2,2900,9,243.7,969,0.40145854126674296,0.9444251963246013
2,3000,9,251.4,1010,0.4180859510872024,0.9444251963246013
2,3100,9,259.8,1044,0.3795253732129148,0.9444251963246013
2,3200,9,268.1,1070,0.3094222148590979,0.9444251963246013
2,3300,9,276.6,1090,0.25688002377936014,0.9444251963246013
2,3400,9,284.6,1114,0.2271013514064407,0.9444251963246013
2,3500,9,293.0,1137,0.22545983793063223,0.9444251963246013
2,3600,9,302.0,1162,0.2316733587361056,0.9444251963246013
2,3700,9,310.4,1187,0.23267941014752389,0.9444251963246013
2,3800,9,318.0,1208,0.23868649108036513,0.9444251963246013
2,3900,9,325.8,1233,0.25394276860039355,0.9444251963246013
2,4000,9,333.8,1257,0.2448409323380517,0.9444251963246013
2,4100,9,341.8,1291,0.3206499443252847,0.9444251963246013
2,4200,9,350.4,1323,0.32641976480929674,0.9444251963246013
2,4300,9,358.4,1354,0.30782073178827685,0.9444251963246013
2,4400,9,367.3,1397,0.37344777509448396,0.9444251963246013
2,4500,9,376.1,1430,0.33953126828764285,0.9444251963246013
2,4600,9,384.9,1468,0.3380066930435082,0.9444251963246013
2,4700,9,394.2,1504,0.34078996370902737,0.9444251963246013
2,4800,9,403.1,1540,0.3286000861000687,0.9444251963246013
2,4900,9,411.9,1569,0.3140838386233276,0.9444251963246013
2,5000,9,420.7,1603,0.3409741018350174,0.9444251963246013
3,0,0,0.0,0,0.1,0.7793606928451717
3,100,0,3.9,10,0.150108190085694,0.7793606928451717
3,200,0,7.9,21,0.14708253508812782,0.7793606928451717
3,300,0,12.5,38,0.18859775608218418,0.7793606928451717
3,400,0,16.5,50,0.1426629071495994,0.7793606928451717
3,500,0,20.9,70,0.20888081797298516,0.7793606928451717
3,600,0,25.9,95,0.23695370200104204,0.7793606928451717
3,700,0,30.1,121,0.22646570381850814,0.7793606928451717
3,800,0,35.0,152,0.25650642285610736,0.7793606928451717
3,900,0,39.5,165,0.18319522039073835,0.7793606928451717
3,1000,0,44.3,178,0.18785119643923853,0.7793606928451717
3,1100,0,48.4,189,0.15663172627725386,0.7793606928451717
3,1200,0,53.0,208,0.16991242004871707,0.7793606928451717
3,1300,0,57.5,227,0.19706952882299836,0.7793606928451717
3,1400,0,61.6,254,0.2399181163033221,0.7793606928451717
3,1500,0,65.8,268,0.17428939682109798,0.7793606928451717
3,1600,0,69.7,293,0.19294014910835353,0.7793606928451717
3,1700,0,73.5,316,0.2281117266082148,0.7793606928451717
3,1800,0,77.2,329,0.18330843898710045,0.7793606928451717
3,1900,0,81.7,349,0.1844059910348552,0.7793606928451717
3,2000,0,85.6,361,0.17487022080485967,0.7793606928451717
3,2100,0,88.8,378,0.17161564161165843,0.7793606928451717
3,2200,0,93.2,397,0.21328461327998008,0.7793606928451717
3,2300,0,97.7,422,0.2426399551000061,0.7793606928451717
3,2400,0,102.0,441,0.22192646903651425,0.7793606928451717
3,2500,0,105.8,450,0.16688116830237631,0.7793606928451717
3,2600,0,110.8,474,0.2236929946030934,0.7793606928451717
3,2700,0,115.2,494,0.21066045555895097,0.7793606928451717
3,2800,0,120.4,513,0.20138362092039158,0.7793606928451717
3,2900,0,126.8,542,0.23896108562710017,0.7793606928451717
3,3000,0,132.0,565,0.24135803570398798,0.7793606928451717
3,3100,0,136.2,585,0.21806147175530347,0.7793606928451717
3,3200,0,141.3,599,0.17792568330771993,0.7793606928451717
3,3300,0,145.1,616,0.19959978488466906,0.7793606928451717
3,3400,0,150.2,643,0.26164330845539435,0.7793606928451717
3,3500,0,155.9,677,0.2900947240435534,0.7793606928451717
3,3600,0,161.1,706,0.30132535298138746,0.7793606928451717
3,3700,0,164.8,732,0.2602430161075921,0.7793606928451717
3,3800,0,170.1,759,0.2805560156441874,0.7793606928451717
3,3900,0,175.2,779,0.23591406093577635,0.7793606928451717
3,4000,0,180.2,807,0.2744980493602873,0.7793606928451717
3,4100,0,185.3,829,0.25499789674494727,0.7793606928451717
3,4200,0,190.1,844,0.18441847392078287,0.7793606928451717
3,4300,0,194.8,859,0.20048833677799816,0.7793606928451717
3,4400,0,199.4,887,0.2469928168388108,0.7793606928451717
3,4500,0,203.9,910,0.22501946779132978,0.7793606928451717
3,4600,0,208.6,931,0.20937933690326865,0.7793606928451717
3,4700,0,213.3,951,0.21604726565087565,0.7793606928451717
3,4800,0,217.6,966,0.20178051371420713,0.7793606928451717
3,4900,0,222.4,990,0.19624438739214672,0.7793606928451717
3,5000,0,226.7,1000,0.17216410177710662,0.7793606928451717
4,0,2,0.0,0,0.1,0.9886199741594528
4,100,2,5.8,7,0.10319158920403729,0.9886199741594528
4,200,2,12.0,15,0.115941655553849,0.9886199741594528
4,300,2,19.2,31,0.16062731692424875,0.9886199741594528
4,400,2,26.6,46,0.18150199264039713,0.9886199741594528
4,500,2,34.4,70,0.24679429097044983,0.9886199741594528
4,600,2,42.1,104,0.30135553916223407,0.9886199741594528
4,700,2,50.5,140,0.35431242293544046,0.9886199741594528
4,800,2,58.3,173,0.3350030856580494,0.9886199741594528
4,900,2,65.8,202,0.3263265342893519,0.9886199741594528
4,1000,2,73.7,250,0.4599418818586848,0.9886199741594528
4,1100,2,81.8,297,0.4815507349214744,0.9886199741594528
4,1200,2,90.1,353,0.5436679543774336,0.9886199741594528
4,1300,2,98.1,410,0.5862315785852584,0.9886199741594528
4,1400,2,105.9,473,0.6191598684085973,0.9886199741594528
4,1500,2,113.2,523,0.5665769374809483,0.9886199741594528
4,1600,2,122.2,581,0.6012149629618707,0.9886199741594528
4,1700,2,130.3,638,0.602912469289744,0.9886199741594528
4,1800,2,138.7,706,0.6635457405342022,0.9886199741594528
4,1900,2,147.0,769,0.6496744516243581,0.9886199741594528
4,2000,2,156.4,845,0.7203025250371393,0.9886199741594528
4,2100,2,165.7,921,0.7481094539331372,0.9886199741594528
4,2200,2,174.0,993,0.7201728954291234,0.9886199741594528
4,2300,2,182.5,1058,0.6856386668651888,0.9886199741594528
4,2400,2,191.4,1125,0.685323292632691,0.9886199741594528
4,2500,2,200.3,1188,0.6695813422310469,0.9886199741594528
4,2600,2,208.9,1240,0.5662093917526788,0.9886199741594528
4,2700,2,218.0,1302,0.6056143689785285,0.9886199741594528
4,2800,2,226.4,1352,0.5474080455256619,0.9886199741594528
4,2900,2,235.3,1409,0.5490783952008809,0.9886199741594528
4,3000,2,244.2,1470,0.6057044297867147,0.9886199741594528
4,3100,2,252.4,1528,0.600028233967386,0.9886199741594528
4,3200,2,261.4,1599,0.6631531138437201,0.9886199741594528
4,3300,2,269.8,1659,0.6246217422343195,0.9886199741594528
4,3400,2,278.5,1714,0.5726525218170548,0.9886199741594528
4,3500,2,286.9,1766,0.5246334500784204,0.9886199741594528
4,3600,2,295.7,1810,0.4782572895447159,0.9886199741594528
4,3700,2,303.9,1852,0.45408942251406914,0.9886199741594528
4,3800,2,312.5,1903,0.4919208149447304,0.9886199741594528
4,3900,2,320.8,1947,0.4540465232634513,0.9886199741594528
4,4000,2,329.2,1992,0.46890348793824826,0.9886199741594528
4,4100,2,338.3,2043,0.48398137612166475,0.9886199741594528
4,4200,2,347.9,2100,0.544046489681307,0.9886199741594528
4,4300,2,356.9,2160,0.5980898149503064,0.9886199741594528
4,4400,2,365.9,2234,0.6868076627352209,0.9886199741594528
4,4500,2,375.4,2310,0.7307449492506419,0.9886199741594528
4,4600,2,385.1,2384,0.7123323171640782,0.9886199741594528
4,4700,2,393.9,2447,0.670460355949936,0.9886199741594528
4,4800,2,403.4,2520,0.7021315869785338,0.9886199741594528
4,4900,2,412.7,2593,0.7070338822011656,0.9886199741594528
4,5000,2,421.6,2650,0.6306931154649269,0.9886199741594528
5,0,6,0.0,0,0.1,0.8770672907723156
5,100,6,5.3,8,0.11804882817436792,0.8770672907723156
5,200,6,11.1,16,0.11434445807343362,0.8770672907723156
5,300,6,18.5,32,0.1683263195278267,0.8770672907723156
5,400,6,25.5,48,0.17756267016499086,0.8770672907723156
5,500,6,32.4,59,0.13685160591655096,0.8770672907723156
5,600,6,38.6,73,0.1412626398713981,0.8770672907723156
5,700,6,45.3,87,0.1756965341331761,0.8770672907723156
5,800,6,52.1,102,0.1506881359076288,0.8770672907723156
5,900,6,59.4,109,0.1156410802152316,0.8770672907723156
5,1000,6,66.0,120,0.13156991044784358,0.8770672907723156
5,1100,6,72.4,131,0.1428843866042876,0.8770672907723156
5,1200,6,78.3,142,0.14052406299888676,0.8770672907723156
5,1300,6,85.2,160,0.16994582575190237,0.8770672907723156
5,1400,6,92.7,177,0.1582199868849826,0.8770672907723156
5,1500,6,99.2,193,0.1570832428186775,0.8770672907723156
5,1600,6,106.3,205,0.12247571683515371,0.8770672907723156
5,1700,6,113.2,214,0.10218899167523478,0.8770672907723156
5,1800,6,120.6,230,0.14197818189596229,0.8770672907723156
5,1900,6,126.7,239,0.12857210995796325,0.8770672907723156
5,2000,6,133.5,251,0.12085518791098705,0.8770672907723156
5,2100,6,140.1,264,0.15246311213354424,0.8770672907723156
5,2200,6,147.1,270,0.10144163093777457,0.8770672907723156
5,2300,6,153.8,281,0.10362132395966712,0.8770672907723156
5,2400,6,160.2,290,0.09916879576426488,0.8770672907723156
5,2500,6,167.0,300,0.10386185008013281,0.8770672907723156
5,2600,6,173.5,307,0.10613578529665355,0.8770672907723156
5,2700,6,179.9,324,0.14691849508787988,0.8770672907723156
5,2800,6,185.3,346,0.1920302926135964,0.8770672907723156
5,2900,6,192.5,360,0.17691460014953705,0.8770672907723156
5,3000,6,199.6,377,0.17879660479465384,0.8770672907723156
5,3100,6,206.3,382,0.1144179580019357,0.8770672907723156
5,3200,6,213.3,400,0.15138832173822853,0.8770672907723156
5,3300,6,219.5,418,0.1593481361240493,0.8770672907723156
5,3400,6,225.2,432,0.16834918187767398,0.8770672907723156
5,3500,6,232.1,448,0.17796087599001023,0.8770672907723156
5,3600,6,238.1,466,0.19533955194650507,0.8770672907723156
5,3700,6,245.0,488,0.2222259016404644,0.8770672907723156
5,3800,6,252.1,515,0.2570841040691778,0.8770672907723156
5,3900,6,259.2,533,0.19653397194128983,0.8770672907723156
5,4000,6,266.6,549,0.19264335946843567,0.8770672907723156
5,4100,6,272.9,573,0.22902605584430089,0.8770672907723156
5,4200,6,279.5,599,0.22349383424080752,0.8770672907723156
5,4300,6,285.5,618,0.21770352972819146,0.8770672907723156
5,4400,6,292.1,647,0.2576964396862349,0.8770672907723156
5,4500,6,298.5,672,0.279190778116903,0.8770672907723156
5,4600,6,305.1,694,0.22645138210687232,0.8770672907723156
5,4700,6,311.0,711,0.19542937321127876,0.8770672907723156
5,4800,6,317.7,721,0.13063696132329497,0.8770672907723156
5,4900,6,324.6,727,0.10971690930977228,0.8770672907723156
5,5000,6,330.7,736,0.12106087324747931,0.8770672907723156
6,0,0,0.0,0,0.1,0.6982736291976683
6,100,0,4.5,11,0.1150678717797357,0.6982736291976683
6,200,0,7.5,27,0.15628581739641922,0.6982736291976683
6,300,0,10.8,40,0.14838925201495776,0.6982736291976683
6,400,0,14.7,46,0.13113900410879314,0.6982736291976683
6,500,0,19.7,65,0.18492633367875771,0.6982736291976683
6,600,0,24.4,92,0.2296597752376083,0.6982736291976683
6,700,0,29.0,115,0.22117610259038784,0.6982736291976683
6,800,0,34.2,139,0.2390256631999664,0.6982736291976683
6,900,0,37.5,162,0.22621702152975598,0.6982736291976683
6,1000,0,41.9,185,0.21797383487840016,0.6982736291976683
6,1100,0,46.4,208,0.23371108941687432,0.6982736291976683
6,1200,0,50.5,233,0.24030203048200502,0.6982736291976683
6,1300,0,54.3,256,0.21549826521643684,0.6982736291976683
6,1400,0,57.5,271,0.1955041083958862,0.6982736291976683
6,1500,0,60.9,282,0.14851597344104311,0.6982736291976683
6,1600,0,64.9,314,0.2424096807148388,0.6982736291976683
6,1700,0,68.9,329,0.1976988974261189,0.6982736291976683
6,1800,0,72.3,347,0.19469753984461352,0.6982736291976683
6,1900,0,75.8,362,0.18889449675872225,0.6982736291976683
6,2000,0,80.3,397,0.27017807986493336,0.6982736291976683
6,2100,0,84.7,422,0.2541780979308195,0.6982736291976683
6,2200,0,88.6,442,0.21638224784353927,0.6982736291976683
6,2300,0,93.3,461,0.21563536205124859,0.6982736291976683
6,2400,0,97.3,486,0.25910339399565346,0.6982736291976683
6,2500,0,100.6,506,0.20974362356187531,0.6982736291976683
6,2600,0,104.8,535,0.2598258351367362,0.6982736291976683
6,2700,0,108.9,554,0.20657995935694004,0.6982736291976683
6,2800,0,112.9,579,0.20814794917295254,0.6982736291976683
6,2900,0,117.2,594,0.17269078928169687,0.6982736291976683
6,3000,0,120.7,603,0.15223245287674106,0.6982736291976683
6,3100,0,124.0,620,0.18423844803183193,0.6982736291976683
6,3200,0,128.2,646,0.25021159445083024,0.6982736291976683
6,3300,0,132.6,677,0.25363612106994765,0.6982736291976683
6,3400,0,135.2,702,0.2155863326120134,0.6982736291976683
6,3500,0,139.2,719,0.1894904183780846,0.6982736291976683
6,3600,0,143.1,742,0.2121821831456002,0.6982736291976683
6,3700,0,147.8,755,0.1906020252681596,0.6982736291976683
6,3800,0,151.4,770,0.20903168268382036,0.6982736291976683
6,3900,0,155.4,782,0.18370086515546125,0.6982736291976683
6,4000,0,159.0,811,0.21924273251984602,0.6982736291976683
6,4100,0,162.6,832,0.20804924423742807,0.6982736291976683
6,4200,0,166.5,861,0.22066302639547902,0.6982736291976683
6,4300,0,170.8,891,0.24242569847228218,0.6982736291976683
6,4400,0,175.0,909,0.21426543741037035,0.6982736291976683
6,4500,0,179.6,937,0.2327292290892627,0.6982736291976683
6,4600,0,183.1,960,0.21477783856081134,0.6982736291976683
6,4700,0,187.1,987,0.24719227300974286,0.6982736291976683
6,4800,0,190.6,1004,0.2235033902935875,0.6982736291976683
6,4900,0,194.3,1027,0.1887269445887408,0.6982736291976683
6,5000,0,197.3,1049,0.20750151265973196,0.6982736291976683
7,0,3,0.0,0,0.1,0.94964594790506
7,100,3,7.1,11,0.13037221695115908,0.94964594790506
7,200,3,14.6,29,0.16510340153589365,0.94964594790506
7,300,3,22.4,57,0.247617123648198,0.94964594790506
7,400,3,30.7,74,0.2026851475942884,0.94964594790506
7,500,3,37.8,87,0.1825062418284581,0.94964594790506
7,600,3,45.2,109,0.21456233121237173,0.94964594790506
7,700,3,53.6,134,0.24485396989672706,0.94964594790506
7,800,3,61.1,152,0.22481018373550937,0.94964594790506
7,900,3,68.9,178,0.24912050456818938,0.94964594790506
7,1000,3,76.8,201,0.2404225706126055,0.94964594790506
7,1100,3,85.5,222,0.23073090657464543,0.94964594790506
7,1200,3,93.6,246,0.2415161222926778,0.94964594790506
7,1300,3,100.8,278,0.29663841211140357,0.94964594790506
7,1400,3,109.2,313,0.3451060552452514,0.94964594790506
7,1500,3,117.4,346,0.3579172014938839,0.94964594790506
7,1600,3,125.1,386,0.3789516346065575,0.94964594790506
7,1700,3,133.0,431,0.4009880237872057,0.94964594790506
7,1800,3,141.4,469,0.4001423403484904,0.94964594790506
7,1900,3,150.6,517,0.455339425631866,0.94964594790506
7,2000,3,159.3,554,0.40568842459480614,0.94964594790506
7,2100,3,167.3,587,0.3514367633579795,0.94964594790506
7,2200,3,175.4,625,0.37023905413723524,0.94964594790506
7,2300,3,183.5,662,0.3778312573346185,0.94964594790506
7,2400,3,191.8,695,0.35615107136732277,0.94964594790506
7,2500,3,199.7,727,0.31755253602380895,0.94964594790506
7,2600,3,208.3,762,0.328773270659541,0.94964594790506
7,2700,3,216.8,801,0.36023835978861496,0.94964594790506
7,2800,3,224.1,828,0.3148163858563527,0.94964594790506
7,2900,3,232.0,853,0.2833037457451311,0.94964594790506
7,3000,3,239.7,880,0.2726492162152514,0.94964594790506
7,3100,3,247.4,904,0.26241130999682105,0.94964594790506
7,3200,3,255.9,937,0.29070694470406094,0.94964594790506
7,3300,3,263.0,961,0.29110435007579016,0.94964594790506
7,3400,3,271.3,990,0.27612332736557255,0.94964594790506
7,3500,3,279.5,1014,0.26433759545620694,0.94964594790506
7,3600,3,287.3,1047,0.314232336300097,0.94964594790506
7,3700,3,295.4,1074,0.29083560522875745,0.94964594790506
7,3800,3,303.3,1112,0.35198891083146167,0.94964594790506
7,3900,3,311.0,1137,0.2886109940726771,0.94964594790506
7,4000,3,319.2,1165,0.2731395088173365,0.94964594790506
7,4100,3,327.7,1210,0.376999793968246,0.94964594790506
7,4200,3,336.0,1252,0.39979783909734035,0.94964594790506
7,4300,3,345.2,1302,0.46067626889329194,0.94964594790506
7,4400,3,352.7,1341,0.4022342983323984,0.94964594790506
7,4500,3,360.5,1393,0.4366675777391989,0.94964594790506
7,4600,3,368.3,1436,0.42514133492327155,0.94964594790506
7,4700,3,376.8,1491,0.5182464722871897,0.94964594790506
7,4800,3,384.8,1538,0.45908596098803517,0.94964594790506
7,4900,3,393.1,1576,0.40772716576316087,0.94964594790506
7,5000,3,401.8,1622,0.4442731690631351,0.94964594790506
8,0,5,0.0,0,0.1,0.9668580377960595
8,100,5,7.2,31,0.2410222576105082,0.9668580377960595
8,200,5,15.0,52,0.22433833318289942,0.9668580377960595
8,300,5,22.8,79,0.2630880574210439,0.9668580377960595
8,400,5,31.4,112,0.3042047614344426,0.9668580377960595
8,500,5,40.0,141,0.3047388917371248,0.9668580377960595
8,600,5,47.7,165,0.25151736777862804,0.9668580377960595
8,700,5,55.8,191,0.2517878943840086,0.9668580377960595
8,800,5,63.6,223,0.29861856048908264,0.9668580377960595
8,900,5,72.1,251,0.3147762975884765,0.9668580377960595
8,1000,5,80.3,298,0.42538855683547255,0.9668580377960595
8,1100,5,88.7,345,0.4405874583432781,0.9668580377960595
8,1200,5,96.5,376,0.35823036770924904,0.9668580377960595
8,1300,5,104.2,409,0.3605126880763258,0.9668580377960595
8,1400,5,113.5,463,0.47219264628284047,0.9668580377960595
8,1500,5,120.9,494,0.3861971610777239,0.9668580377960595
8,1600,5,128.8,522,0.319505428039607,0.9668580377960595
8,1700,5,136.8,545,0.2813834077328908,0.9668580377960595
8,1800,5,145.5,570,0.25368820828636707,0.9668580377960595
8,1900,5,153.4,591,0.23210425155297817,0.9668580377960595
8,2000,5,162.0,614,0.2288245238230162,0.9668580377960595
8,2100,5,169.9,635,0.22022235872505677,0.9668580377960595
8,2200,5,177.8,653,0.20829840279248724,0.9668580377960595
8,2300,5,185.9,664,0.15401282442148398,0.9668580377960595
8,2400,5,194.2,690,0.24499653534798643,0.9668580377960595
8,2500,5,201.7,712,0.25693880764728244,0.9668580377960595
8,2600,5,209.9,732,0.22447862021067036,0.9668580377960595
8,2700,5,218.4,748,0.2013448635490108,0.9668580377960595
8,2800,5,226.6,771,0.2227519811349078,0.9668580377960595
8,2900,5,235.0,801,0.2575006810974242,0.9668580377960595
8,3000,5,243.4,824,0.24779832431235685,0.9668580377960595
8,3100,5,251.6,844,0.2081106211377279,0.9668580377960595
8,3200,5,259.9,868,0.21778966319768805,0.9668580377960595
8,3300,5,268.6,892,0.23330717590950237,0.9668580377960595
8,3400,5,277.2,920,0.2823755234225262,0.9668580377960595
8,3500,5,285.8,942,0.24751724499174382,0.9668580377960595
8,3600,5,294.6,975,0.2931271782153201,0.9668580377960595
8,3700,5,302.9,1018,0.3613939832495849,0.9668580377960595
8,3800,5,311.9,1062,0.4148387524002204,0.9668580377960595
8,3900,5,321.5,1106,0.4150822326224778,0.9668580377960595
8,4000,5,330.5,1151,0.4658857623195656,0.9668580377960595
8,4100,5,339.5,1202,0.505640692967872,0.9668580377960595
