Gambler #,Round #,Times optimal action picked,Average reward 
42,100,2,5.8,7
42,200,2,11.7,26
42,300,2,17.5,41
42,400,2,24.2,64
42,500,2,30.2,94
42,600,2,37.3,138
42,700,2,45.2,183
42,800,2,51.7,218
42,900,2,58.0,241
42,1000,2,63.6,260
42,1100,2,70.1,286
42,1200,2,76.1,308
42,1300,2,82.1,337
42,1400,2,88.0,369
42,1500,2,94.3,395
42,1600,2,101.1,412
42,1700,2,107.6,438
42,1800,2,114.3,456
42,1900,2,121.0,474
42,2000,2,126.8,493
42,2100,2,132.6,506
42,2200,2,138.8,529
42,2300,2,145.6,554
42,2400,2,151.8,580
42,2500,2,157.7,602
42,2600,2,164.1,623
42,2700,2,170.5,648
42,2800,2,176.7,670
42,2900,2,182.5,701
42,3000,2,188.8,732
42,3100,2,195.1,749
42,3200,2,200.8,766
42,3300,2,206.0,789
42,3400,2,212.6,808
42,3500,2,219.3,827
42,3600,2,225.6,850
42,3700,2,232.3,873
42,3800,2,238.2,888
42,3900,2,245.0,915
42,4000,2,251.3,945
42,4100,2,257.0,973
42,4200,2,262.0,990
42,4300,2,267.6,1019
42,4400,2,274.2,1045
42,4500,2,280.1,1069
42,4600,2,286.5,1102
42,4700,2,293.9,1138
42,4800,2,300.5,1170
42,4900,2,306.3,1208
42,5000,2,313.0,1256
43,0,5,0.0,0
43,100,5,5.8,13
43,200,5,11.7,29
43,300,5,18.0,46
43,400,5,23.6,55
43,500,5,29.1,61
43,600,5,35.8,74
43,700,5,43.2,94
43,800,5,49.7,110
43,900,5,56.9,122
43,1000,5,65.3,138
43,1100,5,72.3,162
43,1200,5,80.2,174
43,1300,5,86.9,191
43,1400,5,93.8,211
43,1500,5,101.5,232
43,1600,5,109.2,249
43,1700,5,117.2,268
43,1800,5,125.7,287
43,1900,5,134.3,306
43,2000,5,142.1,326
43,2100,5,150.9,347
43,2200,5,159.2,362
43,2300,5,167.6,379
43,2400,5,175.3,398
43,2500,5,183.6,417
43,2600,5,192.5,445
43,2700,5,200.4,464
43,2800,5,208.5,484
43,2900,5,216.8,503
43,3000,5,225.0,523
43,3100,5,233.8,547
43,3200,5,242.1,568
43,3300,5,249.9,589
43,3400,5,257.9,605
43,3500,5,266.3,619
43,3600,5,274.4,638
43,3700,5,282.2,657
43,3800,5,290.7,672
43,3900,5,299.3,695
43,4000,5,307.5,719
43,4100,5,315.9,746
43,4200,5,324.7,782
43,4300,5,332.8,823
43,4400,5,341.6,870
43,4500,5,350.2,906
43,4600,5,359.1,940
43,4700,5,367.3,976
43,4800,5,375.4,1022
43,4900,5,383.8,1077
43,5000,5,392.3,1135
44,0,1,0.0,0
44,100,1,5.7,9
44,200,1,10.9,27
44,300,1,18.0,48
44,400,1,25.6,85
44,500,1,32.6,104
44,600,1,39.7,125
44,700,1,46.9,147
44,800,1,53.7,177
44,900,1,61.8,209
44,1000,1,69.5,253
44,1100,1,77.7,282
44,1200,1,85.6,314
44,1300,1,93.4,332
44,1400,1,101.9,362
44,1500,1,108.7,383
44,1600,1,115.7,398
44,1700,1,124.0,424
44,1800,1,132.0,456
44,1900,1,139.3,485
44,2000,1,147.4,524
44,2100,1,155.4,562
44,2200,1,163.9,603
44,2300,1,171.4,644
44,2400,1,178.5,674
44,2500,1,186.7,711
44,2600,1,195.6,746
44,2700,1,203.5,777
44,2800,1,211.6,813
44,2900,1,220.1,848
44,3000,1,228.1,882
44,3100,1,235.3,907
44,3200,1,243.5,939
44,3300,1,250.3,962
44,3400,1,257.8,991
44,3500,1,265.6,1016
44,3600,1,272.6,1046
44,3700,1,280.5,1078
44,3800,1,288.7,1108
44,3900,1,296.6,1140
44,4000,1,304.8,1174
44,4100,1,312.9,1208
44,4200,1,321.1,1246
44,4300,1,328.9,1280
44,4400,1,336.1,1301
44,4500,1,343.9,1330
44,4600,1,351.3,1351
44,4700,1,358.7,1380
44,4800,1,366.4,1407
44,4900,1,373.6,1424
44,5000,1,380.3,1447
45,0,3,0.0,0
45,100,3,4.3,9
45,200,3,9.2,18
45,300,3,14.1,28
45,400,3,19.8,36
45,500,3,25.4,47
45,600,3,32.2,66
45,700,3,37.5,76
45,800,3,43.7,100
45,900,3,48.8,113
45,1000,3,54.0,124
45,1100,3,59.0,147
45,1200,3,65.0,179
45,1300,3,70.1,212
45,1400,3,76.2,249
45,1500,3,82.4,280
45,1600,3,88.4,321
45,1700,3,93.5,352
45,1800,3,98.9,381
45,1900,3,105.6,420
45,2000,3,112.6,456
45,2100,3,118.2,484
45,2200,3,124.3,507
45,2300,3,130.0,535
45,2400,3,135.8,568
45,2500,3,141.2,600
45,2600,3,148.0,628
45,2700,3,153.9,661
45,2800,3,159.4,694
45,2900,3,164.4,720
45,3000,3,170.9,753
45,3100,3,177.3,787
45,3200,3,183.8,832
45,3300,3,189.7,867
45,3400,3,195.8,909
45,3500,3,200.6,940
45,3600,3,206.5,973
45,3700,3,211.8,1008
45,3800,3,217.3,1035
45,3900,3,222.5,1063
45,4000,3,227.8,1091
45,4100,3,233.0,1118
45,4200,3,239.4,1145
45,4300,3,244.7,1173
45,4400,3,251.3,1219
45,4500,3,256.9,1256
45,4600,3,263.5,1300
45,4700,3,270.6,1349
45,4800,3,276.8,1397
45,4900,3,282.3,1433
45,5000,3,287.5,1460
46,0,9,0.0,0
46,100,9,4.3,9
46,200,9,9.3,19
46,300,9,15.3,40
46,400,9,21.2,53
46,500,9,26.6,67
46,600,9,32.0,75
46,700,9,38.0,96
46,800,9,44.2,114
46,900,9,51.1,135
46,1000,9,57.4,158
46,1100,9,62.9,186
46,1200,9,69.0,209
46,1300,9,75.2,233
46,1400,9,81.1,259
46,1500,9,86.4,285
46,1600,9,92.7,315
46,1700,9,99.1,340
46,1800,9,105.2,367
46,1900,9,110.2,378
46,2000,9,117.0,400
46,2100,9,123.5,422
46,2200,9,129.0,444
46,2300,9,134.9,474
46,2400,9,141.2,503
46,2500,9,147.5,537
46,2600,9,153.9,563
46,2700,9,160.2,592
46,2800,9,166.4,620
46,2900,9,171.9,649
46,3000,9,177.4,673
46,3100,9,184.0,700
46,3200,9,190.0,727
46,3300,9,196.6,754
46,3400,9,202.4,778
46,3500,9,208.5,801
46,3600,9,213.9,834
46,3700,9,220.3,864
46,3800,9,226.3,887
46,3900,9,232.6,904
46,4000,9,239.4,928
46,4100,9,245.9,958
46,4200,9,251.9,983
46,4300,9,258.4,1009
46,4400,9,264.4,1030
46,4500,9,270.6,1052
46,4600,9,275.7,1079
46,4700,9,282.3,1122
46,4800,9,289.0,1153
46,4900,9,294.7,1182
46,5000,9,301.6,1212
47,0,1,0.0,0
47,100,1,6.5,2
47,200,1,13.6,16
47,300,1,21.3,27
47,400,1,28.8,32
47,500,1,37.5,37
47,600,1,46.0,42
47,700,1,54.8,44
47,800,1,64.0,47
47,900,1,72.6,48
47,1000,1,82.2,52
47,1100,1,90.5,55
47,1200,1,99.1,56
47,1300,1,107.4,58
47,1400,1,115.7,61
47,1500,1,125.0,63
47,1600,1,134.2,66
47,1700,1,142.5,67
47,1800,1,151.2,72
47,1900,1,159.7,85
47,2000,1,168.8,94
47,2100,1,177.7,104
47,2200,1,186.3,120
47,2300,1,194.5,140
47,2400,1,202.2,154
47,2500,1,210.8,175
47,2600,1,219.1,193
47,2700,1,227.4,213
47,2800,1,235.9,239
47,2900,1,244.3,263
47,3000,1,253.2,288
47,3100,1,261.3,320
47,3200,1,270.0,356
47,3300,1,278.3,395
47,3400,1,286.8,449
47,3500,1,295.1,490
47,3600,1,303.9,541
47,3700,1,313.0,596
47,3800,1,322.0,644
47,3900,1,331.0,693
47,4000,1,339.3,742
47,4100,1,347.9,796
47,4200,1,356.5,835
47,4300,1,365.3,877
47,4400,1,373.7,923
47,4500,1,382.2,974
47,4600,1,391.2,1026
47,4700,1,399.9,1068
47,4800,1,408.8,1116
47,4900,1,417.3,1162
47,5000,1,426.6,1211
48,0,3,0.0,0
48,100,3,4.9,6
48,200,3,9.6,9
48,300,3,14.9,19
48,400,3,20.1,36
48,500,3,25.9,60
48,600,3,32.0,89
48,700,3,37.6,105
48,800,3,43.7,123
48,900,3,49.2,139
48,1000,3,54.5,153
48,1100,3,59.5,171
48,1200,3,65.5,188
48,1300,3,70.6,202
48,1400,3,76.2,221
48,1500,3,81.7,238
48,1600,3,87.3,256
48,1700,3,92.7,280
48,1800,3,98.5,304
48,1900,3,104.4,330
48,2000,3,110.7,349
48,2100,3,115.8,364
48,2200,3,121.3,382
48,2300,3,126.9,393
48,2400,3,133.4,410
48,2500,3,138.4,423
48,2600,3,143.9,437
48,2700,3,148.8,452
48,2800,3,154.5,483
48,2900,3,160.9,516
48,3000,3,166.3,540
48,3100,3,173.1,567
48,3200,3,178.7,595
48,3300,3,184.6,615
48,3400,3,189.9,647
48,3500,3,195.6,677
48,3600,3,201.1,697
48,3700,3,206.9,729
48,3800,3,213.0,752
48,3900,3,219.4,784
48,4000,3,226.0,819
48,4100,3,232.7,862
48,4200,3,238.7,895
48,4300,3,244.2,909
48,4400,3,249.6,932
48,4500,3,254.3,950
48,4600,3,259.5,970
48,4700,3,264.5,991
48,4800,3,269.7,1017
48,4900,3,275.4,1041
48,5000,3,282.2,1065
49,0,6,0.0,0
49,100,6,5.4,13
49,200,6,11.4,29
49,300,6,18.6,38
49,400,6,25.6,43
49,500,6,33.1,55
49,600,6,40.5,79
49,700,6,47.7,105
49,800,6,55.7,138
49,900,6,64.0,155
49,1000,6,72.0,180
49,1100,6,79.8,203
49,1200,6,86.8,235
49,1300,6,95.1,276
49,1400,6,102.5,314
49,1500,6,110.1,356
49,1600,6,117.8,385
49,1700,6,124.7,418
49,1800,6,132.7,463
49,1900,6,140.6,505
49,2000,6,147.6,536
49,2100,6,154.6,574
49,2200,6,162.2,602
49,2300,6,169.9,630
49,2400,6,176.5,644
49,2500,6,183.4,661
49,2600,6,190.9,690
49,2700,6,197.6,709
49,2800,6,204.7,725
49,2900,6,212.2,760
49,3000,6,219.5,788
49,3100,6,225.9,812
49,3200,6,233.0,841
49,3300,6,240.4,867
49,3400,6,247.3,893
49,3500,6,254.4,918
49,3600,6,261.4,940
49,3700,6,268.5,964
49,3800,6,276.0,990
49,3900,6,283.2,1016
49,4000,6,290.9,1056
49,4100,6,297.9,1081
49,4200,6,304.8,1100
49,4300,6,311.4,1116
49,4400,6,318.8,1138
49,4500,6,325.8,1157
49,4600,6,333.1,1176
49,4700,6,340.6,1200
49,4800,6,347.7,1218
49,4900,6,355.2,1241
49,5000,6,362.1,1258
50,0,4,0.0,0
50,100,4,6.1,6
50,200,4,13.6,17
50,300,4,21.0,30
50,400,4,27.5,46
50,500,4,35.5,53
50,600,4,43.6,68
50,700,4,51.5,86
50,800,4,59.8,113
50,900,4,67.6,132
50,1000,4,75.8,142
50,1100,4,83.7,163
50,1200,4,91.3,187
50,1300,4,98.7,212
50,1400,4,107.2,231
50,1500,4,116.0,248
50,1600,4,124.2,270
50,1700,4,133.6,284
50,1800,4,142.3,297
50,1900,4,150.7,313
50,2000,4,159.6,323
50,2100,4,168.4,332
50,2200,4,177.2,346
50,2300,4,186.2,353
50,2400,4,195.5,366
50,2500,4,204.8,384
50,2600,4,214.0,400
50,2700,4,222.6,411
50,2800,4,231.2,422
50,2900,4,240.5,437
50,3000,4,249.0,456
50,3100,4,258.2,480
50,3200,4,267.2,504
50,3300,4,275.8,532
50,3400,4,284.7,557
50,3500,4,293.1,589
50,3600,4,301.5,616
50,3700,4,310.1,633
50,3800,4,319.2,660
50,3900,4,327.9,693
50,4000,4,335.7,721
50,4100,4,344.5,751
50,4200,4,353.5,781
50,4300,4,361.9,814
50,4400,4,370.9,852
50,4500,4,379.0,888
50,4600,4,387.6,924
50,4700,4,395.7,954
50,4800,4,403.9,979
50,4900,4,411.7,1006
50,5000,4,421.0,1029
51,0,5,0.0,0
51,100,5,4.1,9
51,200,5,8.5,25
51,300,5,13.9,40
51,400,5,19.2,59
51,500,5,24.2,80
51,600,5,30.3,106
51,700,5,36.1,129
51,800,5,41.9,150
51,900,5,47.8,172
51,1000,5,53.0,194
51,1100,5,58.7,212
51,1200,5,64.9,242
51,1300,5,70.5,266
51,1400,5,77.3,309
51,1500,5,83.2,342
51,1600,5,89.6,375
51,1700,5,95.6,412
51,1800,5,101.3,448
51,1900,5,107.1,475
51,2000,5,113.5,508
51,2100,5,120.2,541
51,2200,5,126.3,570
51,2300,5,132.2,592
51,2400,5,138.6,638
51,2500,5,145.1,673
51,2600,5,151.5,715
51,2700,5,158.4,754
51,2800,5,165.2,788
51,2900,5,170.3,822
51,3000,5,176.6,850
51,3100,5,181.6,885
51,3200,5,187.5,917
51,3300,5,193.8,950
51,3400,5,199.6,982
51,3500,5,204.5,1009
51,3600,5,210.2,1032
51,3700,5,215.1,1058
51,3800,5,220.8,1084
51,3900,5,225.7,1104
51,4000,5,232.6,1140
51,4100,5,238.3,1163
51,4200,5,243.4,1193
51,4300,5,248.8,1210
51,4400,5,254.7,1238
51,4500,5,261.3,1263
51,4600,5,266.6,1291
51,4700,5,272.5,1316
51,4800,5,277.7,1345
51,4900,5,283.2,1367
51,5000,5,290.3,1404
52,0,1,0.0,0
52,100,1,4.6,9
52,200,1,10.3,24
52,300,1,16.3,44
52,400,1,21.4,64
52,500,1,27.6,90
52,600,1,34.2,115
52,700,1,40.7,132
52,800,1,46.4,157
52,900,1,53.3,183
52,1000,1,59.9,217
52,1100,1,66.6,233
52,1200,1,72.9,248
52,1300,1,79.2,264
52,1400,1,85.0,297
52,1500,1,92.1,334
52,1600,1,99.4,378
52,1700,1,106.3,427
52,1800,1,113.2,475
52,1900,1,119.2,506
52,2000,1,126.4,552
52,2100,1,133.0,581
52,2200,1,139.1,614
52,2300,1,146.5,643
52,2400,1,153.0,674
52,2500,1,159.8,702
52,2600,1,166.9,730
52,2700,1,173.1,754
52,2800,1,179.7,779
52,2900,1,185.8,798
52,3000,1,192.0,825
52,3100,1,198.2,857
52,3200,1,203.7,877
52,3300,1,209.5,901
52,3400,1,215.5,919
52,3500,1,222.4,943
52,3600,1,229.2,962
52,3700,1,236.1,988
52,3800,1,242.8,1020
52,3900,1,250.1,1044
52,4000,1,257.0,1068
52,4100,1,263.4,1088
52,4200,1,269.8,1107
52,4300,1,276.8,1126
52,4400,1,283.7,1149
52,4500,1,290.4,1171
52,4600,1,297.2,1202
52,4700,1,304.5,1233
52,4800,1,312.0,1267
52,4900,1,318.5,1297
52,5000,1,324.6,1317
53,0,7,0.0,0
53,100,7,4.9,6
53,200,7,11.5,11
53,300,7,19.0,20
53,400,7,26.3,24
53,500,7,32.9,36
53,600,7,41.2,49
53,700,7,49.5,62
53,800,7,57.8,84
53,900,7,66.4,93
53,1000,7,75.1,114
53,1100,7,83.5,130
53,1200,7,92.2,142
53,1300,7,100.8,161
53,1400,7,109.1,176
53,1500,7,117.1,201
53,1600,7,125.2,225
53,1700,7,133.7,250
53,1800,7,142.0,268
53,1900,7,150.1,281
53,2000,7,158.2,289
53,2100,7,166.4,298
53,2200,7,173.9,302
53,2300,7,182.8,316
53,2400,7,190.9,331
53,2500,7,199.0,339
53,2600,7,206.7,351
53,2700,7,215.2,359
53,2800,7,223.7,367
53,2900,7,232.0,382
53,3000,7,240.3,397
53,3100,7,249.1,410
53,3200,7,256.6,427
53,3300,7,263.8,441
53,3400,7,271.2,454
53,3500,7,278.9,471
53,3600,7,286.6,488
53,3700,7,295.0,513
53,3800,7,303.9,534
53,3900,7,312.3,545
53,4000,7,320.9,557
53,4100,7,329.6,570
53,4200,7,337.2,584
53,4300,7,346.1,609
53,4400,7,354.8,626
53,4500,7,363.0,636
53,4600,7,372.0,655
53,4700,7,381.3,672
53,4800,7,389.1,689
53,4900,7,398.0,710
53,5000,7,406.2,721
54,0,9,0.0,0
54,100,9,8.6,11
54,200,9,16.6,28
54,300,9,25.2,47
54,400,9,34.6,67
54,500,9,43.2,81
54,600,9,52.6,107
54,700,9,62.1,134
54,800,9,71.3,152
54,900,9,80.3,174
54,1000,9,89.8,195
54,1100,9,98.9,215
54,1200,9,107.7,231
54,1300,9,117.1,251
54,1400,9,126.5,266
54,1500,9,136.2,279
54,1600,9,146.0,292
54,1700,9,155.9,310
54,1800,9,165.4,330
54,1900,9,174.9,352
54,2000,9,184.4,389
54,2100,9,194.2,426
54,2200,9,203.8,453
54,2300,9,213.4,480
54,2400,9,223.4,512
54,2500,9,233.0,542
54,2600,9,242.8,577
54,2700,9,252.7,620
54,2800,9,262.5,660
54,2900,9,272.3,727
54,3000,9,282.1,790
54,3100,9,292.1,854
54,3200,9,301.9,917
54,3300,9,311.4,968
54,3400,9,321.3,1029
54,3500,9,330.8,1096
54,3600,9,340.2,1161
54,3700,9,349.8,1232
54,3800,9,359.2,1294
54,3900,9,368.9,1355
54,4000,9,378.5,1420
54,4100,9,388.4,1483
54,4200,9,398.0,1548
54,4300,9,407.6,1617
54,4400,9,417.4,1688
54,4500,9,427.2,1766
54,4600,9,437.1,1838
54,4700,9,447.0,1915
54,4800,9,457.0,1996
54,4900,9,466.9,2070
54,5000,9,476.7,2142
55,0,6,0.0,0
55,100,6,5.5,12
55,200,6,11.6,32
55,300,6,17.1,53
55,400,6,23.9,77
55,500,6,30.8,101
55,600,6,37.8,118
55,700,6,44.4,135
55,800,6,51.7,158
55,900,6,59.2,190
55,1000,6,65.9,208
55,1100,6,73.4,236
55,1200,6,81.3,271
55,1300,6,88.2,298
55,1400,6,95.8,334
55,1500,6,102.8,367
55,1600,6,110.5,402
55,1700,6,117.8,440
55,1800,6,125.3,479
55,1900,6,133.2,526
55,2000,6,141.1,573
55,2100,6,148.5,614
55,2200,6,156.0,667
55,2300,6,163.3,729
55,2400,6,170.7,792
55,2500,6,178.3,852
55,2600,6,186.2,907
55,2700,6,193.9,961
55,2800,6,201.7,1012
55,2900,6,209.0,1066
55,3000,6,217.1,1119
55,3100,6,225.2,1176
55,3200,6,233.4,1245
55,3300,6,241.5,1301
55,3400,6,249.2,1347
55,3500,6,256.7,1382
55,3600,6,265.0,1428
55,3700,6,273.0,1478
55,3800,6,280.7,1520
55,3900,6,288.5,1573
55,4000,6,296.1,1618
55,4100,6,303.2,1665
55,4200,6,311.0,1716
55,4300,6,318.9,1766
55,4400,6,326.5,1819
55,4500,6,333.5,1870
55,4600,6,340.7,1916
55,4700,6,348.4,1977
55,4800,6,356.7,2033
55,4900,6,364.2,2089
55,5000,6,371.8,2150
56,0,2,0.0,0
56,100,2,4.7,11
56,200,2,11.4,20
56,300,2,18.7,29
56,400,2,25.8,46
56,500,2,33.1,61
56,600,2,40.8,82
56,700,2,48.2,112
56,800,2,56.0,133
56,900,2,63.7,158
56,1000,2,71.6,194
56,1100,2,79.7,231
56,1200,2,87.2,263
56,1300,2,94.7,307
56,1400,2,102.2,347
56,1500,2,109.8,392
56,1600,2,117.9,451
56,1700,2,126.3,514
56,1800,2,135.1,586
56,1900,2,143.2,651
56,2000,2,152.2,704
56,2100,2,161.0,771
56,2200,2,170.1,840
56,2300,2,178.2,904
56,2400,2,186.7,958
56,2500,2,194.9,1004
56,2600,2,202.6,1056
56,2700,2,211.2,1113
56,2800,2,219.4,1171
56,2900,2,226.6,1203
56,3000,2,234.3,1239
56,3100,2,242.0,1276
56,3200,2,249.8,1315
56,3300,2,257.5,1358
56,3400,2,265.3,1390
56,3500,2,273.6,1432
56,3600,2,281.1,1458
56,3700,2,288.8,1477
56,3800,2,297.0,1510
56,3900,2,304.6,1536
56,4000,2,312.4,1563
56,4100,2,320.1,1588
56,4200,2,328.5,1618
56,4300,2,337.1,1654
56,4400,2,346.0,1685
56,4500,2,354.6,1709
56,4600,2,363.0,1728
56,4700,2,371.4,1752
56,4800,2,379.7,1786
56,4900,2,387.6,1814
56,5000,2,394.7,1846
57,0,7,0.0,0
57,100,7,4.9,18
57,200,7,12.0,45
57,300,7,18.5,67
57,400,7,24.4,91
57,500,7,30.9,113
57,600,7,37.4,140
57,700,7,43.4,166
57,800,7,50.9,194
57,900,7,57.7,218
57,1000,7,64.4,254
57,1100,7,71.5,294
57,1200,7,77.7,319
57,1300,7,84.9,342
57,1400,7,92.2,370
57,1500,7,99.5,388
57,1600,7,105.9,409
57,1700,7,112.5,436
57,1800,7,119.3,476
57,1900,7,126.7,514
57,2000,7,134.0,557
57,2100,7,140.1,592
57,2200,7,146.8,628
57,2300,7,154.3,675
57,2400,7,161.5,722
57,2500,7,169.4,773
57,2600,7,176.9,821
57,2700,7,184.6,863
57,2800,7,192.2,915
57,2900,7,200.0,972
57,3000,7,207.7,1028
57,3100,7,215.8,1074
57,3200,7,223.7,1123
57,3300,7,232.1,1175
57,3400,7,240.4,1225
57,3500,7,248.2,1277
57,3600,7,255.8,1328
57,3700,7,263.8,1383
57,3800,7,272.4,1438
57,3900,7,280.0,1489
57,4000,7,288.2,1548
57,4100,7,295.5,1604
57,4200,7,303.0,1660
57,4300,7,309.9,1716
57,4400,7,317.8,1785
57,4500,7,325.9,1852
57,4600,7,334.3,1914
57,4700,7,341.5,1977
57,4800,7,349.5,2039
57,4900,7,357.5,2102
57,5000,7,365.7,2155
58,0,6,0.0,0
58,100,6,4.5,10
58,200,6,10.0,20
58,300,6,16.1,46
58,400,6,22.3,67
58,500,6,28.1,91
58,600,6,33.9,108
58,700,6,39.0,130
58,800,6,44.8,156
58,900,6,51.3,185
58,1000,6,57.6,200
58,1100,6,63.9,224
58,1200,6,70.7,245
58,1300,6,76.0,261
58,1400,6,82.2,285
58,1500,6,89.1,319
58,1600,6,95.0,342
58,1700,6,100.7,357
58,1800,6,107.4,383
58,1900,6,112.9,417
58,2000,6,117.8,448
58,2100,6,123.9,485
58,2200,6,130.2,514
58,2300,6,136.7,545
58,2400,6,142.5,578
58,2500,6,148.8,611
58,2600,6,154.7,640
58,2700,6,160.4,664
58,2800,6,165.0,688
58,2900,6,171.0,714
58,3000,6,176.5,736
58,3100,6,182.9,766
58,3200,6,188.9,804
58,3300,6,195.0,831
58,3400,6,201.6,876
58,3500,6,207.9,921
58,3600,6,214.0,956
58,3700,6,220.9,984
58,3800,6,227.2,1011
58,3900,6,233.2,1042
58,4000,6,239.5,1064
58,4100,6,245.9,1085
58,4200,6,251.3,1101
58,4300,6,256.7,1117
58,4400,6,263.0,1142
58,4500,6,268.6,1167
58,4600,6,274.1,1194
58,4700,6,281.1,1224
58,4800,6,287.1,1246
58,4900,6,293.3,1271
58,5000,6,300.3,1297
59,0,1,0.0,0
59,100,1,7.0,14
59,200,1,12.1,27
59,300,1,19.0,49
59,400,1,25.1,68
59,500,1,31.2,87
59,600,1,37.3,111
59,700,1,43.6,137
59,800,1,50.4,177
59,900,1,57.4,205
59,1000,1,63.4,231
59,1100,1,70.0,256
59,1200,1,76.7,286
59,1300,1,84.3,311
59,1400,1,90.6,337
59,1500,1,96.1,360
59,1600,1,102.9,381
59,1700,1,109.7,399
59,1800,1,115.8,415
59,1900,1,122.3,440
59,2000,1,128.9,467
59,2100,1,135.6,494
59,2200,1,142.6,519
59,2300,1,149.9,561
59,2400,1,157.0,601
59,2500,1,163.2,631
59,2600,1,170.5,675
59,2700,1,178.2,725
59,2800,1,185.8,770
59,2900,1,193.1,817
59,3000,1,201.2,861
59,3100,1,208.6,898
59,3200,1,215.6,937
59,3300,1,223.6,974
59,3400,1,230.5,1021
59,3500,1,238.2,1073
59,3600,1,246.0,1118
59,3700,1,254.7,1169
59,3800,1,262.6,1223
59,3900,1,270.3,1282
59,4000,1,278.6,1335
59,4100,1,286.8,1399
59,4200,1,294.3,1461
59,4300,1,301.6,1510
59,4400,1,308.2,1563
59,4500,1,315.2,1617
59,4600,1,322.3,1666
59,4700,1,330.2,1721
59,4800,1,337.2,1764
59,4900,1,344.9,1807
59,5000,1,352.4,1838
60,0,2,0.0,0
60,100,2,6.2,16
60,200,2,13.1,27
60,300,2,20.8,49
60,400,2,28.4,67
60,500,2,36.5,96
60,600,2,44.1,124
60,700,2,51.6,154
60,800,2,59.5,188
60,900,2,67.4,220
60,1000,2,74.9,249
60,1100,2,82.8,275
60,1200,2,91.7,308
60,1300,2,98.8,334
60,1400,2,106.6,361
60,1500,2,114.3,384
60,1600,2,123.4,409
60,1700,2,131.6,438
60,1800,2,140.2,483
60,1900,2,148.7,521
60,2000,2,156.7,555
60,2100,2,164.9,592
60,2200,2,172.7,629
60,2300,2,180.9,663
60,2400,2,190.0,703
60,2500,2,198.6,748
60,2600,2,207.4,800
60,2700,2,215.3,852
60,2800,2,223.7,895
60,2900,2,232.1,947
60,3000,2,240.2,1001
60,3100,2,248.0,1046
60,3200,2,256.3,1097
60,3300,2,264.1,1149
60,3400,2,272.3,1201
60,3500,2,281.0,1274
60,3600,2,289.4,1328
60,3700,2,297.6,1383
60,3800,2,306.5,1444
60,3900,2,315.3,1495
60,4000,2,324.1,1552
60,4100,2,332.8,1615
60,4200,2,341.8,1670
60,4300,2,349.7,1732
60,4400,2,357.9,1785
60,4500,2,366.3,1851
60,4600,2,375.5,1915
60,4700,2,384.4,1980
60,4800,2,393.3,2045
60,4900,2,402.2,2101
60,5000,2,411.3,2166
61,0,5,0.0,0
61,100,5,4.6,17
61,200,5,9.1,32
61,300,5,14.5,52
61,400,5,19.6,63
61,500,5,24.9,89
61,600,5,29.7,111
61,700,5,34.8,137
61,800,5,39.5,155
61,900,5,44.9,186
61,1000,5,51.0,206
61,1100,5,56.0,230
61,1200,5,62.2,256
61,1300,5,67.4,270
61,1400,5,72.2,288
61,1500,5,77.6,306
61,1600,5,83.0,334
61,1700,5,88.2,358
61,1800,5,93.0,376
61,1900,5,98.1,393
61,2000,5,103.4,420
61,2100,5,108.9,447
61,2200,5,115.0,477
61,2300,5,119.8,492
61,2400,5,125.2,505
61,2500,5,130.3,522
61,2600,5,136.4,554
61,2700,5,140.9,568
61,2800,5,146.7,595
61,2900,5,151.3,615
61,3000,5,156.1,631
61,3100,5,161.5,650
61,3200,5,167.3,662
61,3300,5,172.9,684
61,3400,5,177.9,700
61,3500,5,182.7,723
61,3600,5,189.1,754
61,3700,5,194.1,768
61,3800,5,199.4,785
61,3900,5,204.7,802
61,4000,5,210.8,819
61,4100,5,216.6,851
61,4200,5,222.0,877
61,4300,5,226.9,908
61,4400,5,232.2,944
61,4500,5,237.2,963
61,4600,5,243.1,989
61,4700,5,248.1,1003
61,4800,5,254.1,1026
61,4900,5,259.4,1040
61,5000,5,265.3,1059
62,0,4,0.0,0
62,100,4,5.7,6
62,200,4,11.9,21
62,300,4,19.3,46
62,400,4,26.5,72
62,500,4,34.8,107
62,600,4,42.9,148
62,700,4,50.7,183
62,800,4,59.1,217
62,900,4,67.9,251
62,1000,4,76.4,287
62,1100,4,85.5,322
62,1200,4,94.4,362
62,1300,4,103.4,405
62,1400,4,112.4,441
62,1500,4,121.1,475
62,1600,4,129.8,506
62,1700,4,139.1,545
62,1800,4,149.0,576
62,1900,4,158.0,606
62,2000,4,167.0,645
62,2100,4,176.3,691
62,2200,4,185.6,729
62,2300,4,195.0,775
62,2400,4,204.4,832
62,2500,4,213.9,889
62,2600,4,223.2,927
62,2700,4,232.8,966
62,2800,4,242.5,1012
62,2900,4,252.0,1054
62,3000,4,261.5,1103
62,3100,4,271.0,1141
62,3200,4,280.8,1173
62,3300,4,290.4,1211
62,3400,4,299.7,1257
62,3500,4,309.2,1301
62,3600,4,319.0,1351
62,3700,4,328.7,1406
62,3800,4,338.5,1451
62,3900,4,347.8,1487
62,4000,4,357.6,1533
62,4100,4,367.2,1584
62,4200,4,377.1,1646
62,4300,4,387.1,1705
62,4400,4,396.8,1761
62,4500,4,406.8,1810
62,4600,4,416.5,1853
62,4700,4,426.4,1906
62,4800,4,436.4,1962
62,4900,4,446.3,2016
62,5000,4,456.2,2059
